DESCRIP,STOCK,FECHA,HORA,ANTES,CANTID,DESPUES,NUT,OBS,CODIGO,TIPO,NUMERO,NOM_PROV,VENDEDOR
VENTOLIN HFA aer.inhal.c/aplic,4.0,2026-03-07,11:39:25,5.0,-1.0,4.0,1102500,MM: MP333658 Af: 150883933002/,1710911,Venta,TK 925134,,236.0
VENTOLIN HFA aer.inhal.c/aplic,,,,,,,99999999,,1710911,Fin,,,
BELOZOK 50 mg Cmp.lib.prolx28,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5275093,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
BELOZOK 50 mg Cmp.lib.prolx28,,,,,,,99999999,,5275093,Fin,,,
FREVIA 160/4.5 mcg x120 dosis,4.0,2026-03-07,10:20:43,4.0,1.0,5.0,1102401,Fp: 07/03/26 Ff: 06/03/26,5830421,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
FREVIA 160/4.5 mcg x120 dosis,,,,,,,99999999,,5830421,Fin,,,
FREVIA 80/4.5 mcg x120 dosis,1.0,2026-03-07,10:20:43,-1.0,1.0,0.0,1102401,Fp: 07/03/26 Ff: 06/03/26,5830391,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
FREVIA 80/4.5 mcg x120 dosis,1.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,5830391,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
FREVIA 80/4.5 mcg x120 dosis,,,,,,,99999999,,5830391,Fin,,,
NUTRILON PEPTI JUNIOR HE lata,0.0,2026-03-07,11:31:43,-2.0,2.0,0.0,1102493,Fp: 07/03/26 Ff: 06/03/26,9945144,COMPRA,0004-13827456,CO.FA.LO.ZA. LTDA,118.0
NUTRILON PEPTI JUNIOR HE lata,,,,,,,99999999,,9945144,Fin,,,
NUTRILON PREMATUROS 2 lata x40,0.0,2026-03-07,18:38:30,-1.0,1.0,0.0,1102741,MM:  Af:,9947323,Anulaci¢n Con Vale!,N1  43610,,64.0
NUTRILON PREMATUROS 2 lata x40,,,,,,,99999999,,9947323,Fin,,,
CUTANIT B ungx30 g,1.0,2026-03-07,21:41:27,1.0,-1.0,0.0,1102818,MM: N123401 Af: 62868918601,6087681,Venta,TK 925430,,239.0
CUTANIT B ungx30 g,,,,,,,99999999,,6087681,Fin,,,
DIPEMINA 1000 mg Cmp.recx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6735971,COMPRA,0014-24729154,ASOPROFARMA,64.0
DIPEMINA 1000 mg Cmp.recx30,,,,,,,99999999,,6735971,Fin,,,
DIPEMINA 500 mg Cmp.recx60,2.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26,5160316,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DIPEMINA 500 mg Cmp.recx60,,,,,,,99999999,,5160316,Fin,,,
FIXERIL 100 mg compx60,0.0,2026-03-07,13:01:50,1.0,-1.0,0.0,1102579,Fp: 07/03/26 Ff: 07/03/26,5550132,SALE A MAYO (NP),0000-00021537,FARMACIA BUACAR,118.0
FIXERIL 100 mg compx60,,,,,,,99999999,,5550132,Fin,,,
SIMULTAN 160 mg Cmp.recx30,2.0,2026-03-07,12:15:05,2.0,-1.0,1.0,1102535,MM: MP334429 Af: 150574697000/,5110625,Venta,TK 925167,,119.0
SIMULTAN 160 mg Cmp.recx30,,,,,,,99999999,,5110625,Fin,,,
SIMULTAN 80 mg Cmp.recx30,1.0,2026-03-07,09:06:44,1.0,-1.0,0.0,1102338,MM: MP331472 Af: 140244454400/,5110575,Venta,TK 924991,,41.0
SIMULTAN 80 mg Cmp.recx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5110575,COMPRA,0014-24729154,ASOPROFARMA,64.0
SIMULTAN 80 mg Cmp.recx30,,,,,,,99999999,,5110575,Fin,,,
SIMULTAN A 320/5 mg compx30,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,6476841,COMPRA,0014-24723889,ASOPROFARMA,118.0
SIMULTAN A 320/5 mg compx30,,,,,,,99999999,,6476841,Fin,,,
SIMULTAN D 160/12.5mg Cmp.recx,1.0,2026-03-07,12:15:05,2.0,-1.0,1.0,1102535,MM: MP334429 Af: 150574697000/,5046945,Venta,TK 925167,,119.0
SIMULTAN D 160/12.5mg Cmp.recx,,,,,,,99999999,,5046945,Fin,,,
AMOXOL 0 1000 mg compx10,1.0,2026-03-07,20:35:27,1.0,-1.0,0.0,1102799,MM: 00 Af:,3635991,Venta,TK 925411,,64.0
AMOXOL 0 1000 mg compx10,,,,,,,99999999,,3635991,Fin,,,
AMOXOL DUO 875 mg compx14,0.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,5689262,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
AMOXOL DUO 875 mg compx14,,,,,,,99999999,,5689262,Fin,,,
CLOPILEP 75 mg Cmp.recx30,3.0,2026-03-07,12:43:34,3.0,-1.0,2.0,1102566,MM: MP339089 Af: 150324479801/,5693712,Venta,TK 925198,,119.0
CLOPILEP 75 mg Cmp.recx30,,,,,,,99999999,,5693712,Fin,,,
ENATRAL 10 MG 10 mg compx60,0.0,2026-03-07,10:40:46,2.0,-1.0,1.0,1102429,MM: MP334460 Af: 1400175914090,4029834,Venta,TK 925072,,119.0
ENATRAL 10 MG 10 mg compx60,0.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4029834,COMPRA,0014-24729154,ASOPROFARMA,64.0
ENATRAL 10 MG 10 mg compx60,,,,,,,99999999,,4029834,Fin,,,
PEN ORAL jbe.concentx90 g,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2624102,COMPRA,0014-24729154,ASOPROFARMA,64.0
PEN ORAL jbe.concentx90 g,,,,,,,99999999,,2624102,Fin,,,
PRISONIL 50 mg Cmp.recx30,4.0,2026-03-07,08:30:16,4.0,-1.0,3.0,1102316,MM: MP336512 Af: 150365252707/,5838262,Venta,TK 924971,,41.0
PRISONIL 50 mg Cmp.recx30,4.0,2026-03-07,18:06:44,3.0,1.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5838262,COMPRA,0014-24729154,ASOPROFARMA,64.0
PRISONIL 50 mg Cmp.recx30,,,,,,,99999999,,5838262,Fin,,,
PRISONIL D 50/12.5 mg Cmp.recx,2.0,2026-03-07,19:34:42,2.0,-1.0,1.0,1102774,MM: MP446841 Af: 140150340709/,5792972,Venta,TK 925387,,27.0
PRISONIL D 50/12.5 mg Cmp.recx,,,,,,,99999999,,5792972,Fin,,,
VEDILEP 25 25 mg Cmp.trirranx2,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,5599972,COMPRA,0014-24723889,ASOPROFARMA,118.0
VEDILEP 25 25 mg Cmp.trirranx2,,,,,,,99999999,,5599972,Fin,,,
DERMEXANE ungx30 g,1.0,2026-03-07,09:39:55,1.0,-1.0,0.0,1102361,MM: MP37731 Af: 140087997000/0,5078802,Venta,TK 925013,,119.0
DERMEXANE ungx30 g,1.0,2026-03-07,20:52:27,1.0,-1.0,0.0,1102802,MM:  Af:,5078802,Venta,TK 925414,,64.0
DERMEXANE ungx30 g,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5078802,COMPRA,0014-24729154,ASOPROFARMA,64.0
DERMEXANE ungx30 g,,,,,,,99999999,,5078802,Fin,,,
LUMIGAN UD 0.03% vial x30 x0.4,0.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,4916552,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
LUMIGAN UD 0.03% vial x30 x0.4,,,,,,,99999999,,4916552,Fin,,,
REFENAX gts.nasales x25 ml,3.0,2026-03-07,11:17:41,2.0,-2.0,0.0,1102478,MM:  Af:, 359403,Venta,TK 925114,,121.0
REFENAX gts.nasales x25 ml,3.0,2026-03-07,11:15:48,1.0,1.0,2.0,1102473,Fp: 07/03/26 Ff: 07/03/26, 359403,COMPRA,0014-24723889,ASOPROFARMA,118.0
REFENAX gts.nasales x25 ml,,,,,,,99999999,, 359403,Fin,,,
ALIPAS DUO 10/20 mg compx30,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5331684,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ALIPAS DUO 10/20 mg compx30,,,,,,,99999999,,5331684,Fin,,,
AMIXEN CLAV 1 G 1 g Cmp.recx14,1.0,2026-03-07,17:31:40,2.0,-1.0,1.0,1102701,MM: P50500 Af: 126876295,5217951,Venta,TK 925321,,22.0
AMIXEN CLAV 1 G 1 g Cmp.recx14,,,,,,,99999999,,5217951,Fin,,,
BUCHEX FORTE fcox200 ml,1.0,2026-03-07,17:53:24,1.0,-1.0,0.0,1102714,MM: P31119 Af: 62720041801,3502072,Venta,TK 925330,,27.0
BUCHEX FORTE fcox200 ml,,,,,,,99999999,,3502072,Fin,,,
CAMELIA Cmp.recx28,3.0,2026-03-07,17:57:39,3.0,-1.0,2.0,1102718,MM:  Af:,5722001,Venta,TK 925334,,111.0
CAMELIA Cmp.recx28,,,,,,,99999999,,5722001,Fin,,,
DENTILAC MENTA pomo x60 g,2.0,2026-03-07,13:12:17,1.0,1.0,2.0,1102583,Fp: 07/03/26 Ff: 07/03/26,9937133,ALTA STOCK AJUSTE,0000-00021540,*GENERAL*,118.0
DENTILAC MENTA pomo x60 g,,,,,,,99999999,,9937133,Fin,,,
DENTILAC pomo x60 g,0.0,2026-03-07,13:13:13,1.0,-1.0,0.0,1102584,Fp: 07/03/26 Ff: 07/03/26,9925294,BAJA STOCK AJUSTE,0000-00021541,*GENERAL*,17.0
DENTILAC pomo x60 g,,,,,,,99999999,,9925294,Fin,,,
KALA Cmp.recx28,3.0,2026-03-07,18:20:49,4.0,-1.0,3.0,1102733,MM: MN123711 Af: 143104268,5469681,Venta,TK 925348,,22.0
KALA Cmp.recx28,,,,,,,99999999,,5469681,Fin,,,
KALA MD 24 Cmp.recx28,2.0,2026-03-07,12:30:49,2.0,-1.0,1.0,1102555,MM: MN110460 Af: 227929901,5618971,Venta,TK 925187,,236.0
KALA MD 24 Cmp.recx28,2.0,2026-03-07,12:32:31,1.0,-1.0,0.0,1102558,MM: MN110460 Af: 227929901,5618971,Venta,TK 925190,,236.0
KALA MD 24 Cmp.recx28,,,,,,,99999999,,5618971,Fin,,,
KALI Cmp.recx28,3.0,2026-03-07,10:20:43,2.0,1.0,3.0,1102401,Fp: 07/03/26 Ff: 06/03/26,6683551,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
KALI Cmp.recx28,,,,,,,99999999,,6683551,Fin,,,
MIOPROPAN 200 compx20,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,3745622,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
MIOPROPAN 200 compx20,,,,,,,99999999,,3745622,Fin,,,
MIOPROPAN PROCTO crx20 g,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4737022,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
MIOPROPAN PROCTO crx20 g,,,,,,,99999999,,4737022,Fin,,,
MIOPROPAN S compx30,3.0,2026-03-07,15:56:36,3.0,-1.0,2.0,1102657,MM:  Af:,5830974,Venta,TK 925283,,22.0
MIOPROPAN S compx30,,,,,,,99999999,,5830974,Fin,,,
MIOPROPAN S compx60,2.0,2026-03-07,09:03:51,3.0,-1.0,2.0,1102335,MM: MP39650 Af: 150362022306/0,5830977,Venta,TK 924988,,41.0
MIOPROPAN S compx60,,,,,,,99999999,,5830977,Fin,,,
PLAC OUT colutx200 ml,2.0,2026-03-07,11:23:24,1.0,1.0,2.0,1102484,Fp: 07/03/26 Ff: 07/03/26,9918080,COMPRA,0014-24723889,ASOPROFARMA,118.0
PLAC OUT colutx200 ml,,,,,,,99999999,,9918080,Fin,,,
SINALGICO SL 10 mg Cmp.sublx10,2.0,2026-03-07,17:53:24,1.0,-1.0,0.0,1102714,MM: P31119 Af: 62720041801,4665332,Venta,TK 925330,,27.0
SINALGICO SL 10 mg Cmp.sublx10,,,,,,,99999999,,4665332,Fin,,,
CARBOGASOL FORTE capsx40 (20+2,1.0,2026-03-07,10:14:37,0.0,-1.0,-1.0,1102392,MM:  Af:,2480061,Venta Con Vale!,TK 925042,,17.0
CARBOGASOL FORTE capsx40 (20+2,1.0,2026-03-07,17:43:37,-1.0,1.0,0.0,1102710,Fp: 07/03/26 Ff: 07/03/26,2480061,COMPRA,0004-13831018,CO.FA.LO.ZA. LTDA,64.0
CARBOGASOL FORTE capsx40 (20+2,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2480061,COMPRA,0014-24729154,ASOPROFARMA,64.0
CARBOGASOL FORTE capsx40 (20+2,,,,,,,99999999,,2480061,Fin,,,
DBI AP 500 mg Cmp.rec.AP x30,7.0,2026-03-07,17:32:27,8.0,-1.0,7.0,1102702,MM: MP334429 Af: 150069701301/,5972001,Venta,TK 925322,,111.0
DBI AP 500 mg Cmp.rec.AP x30,,,,,,,99999999,,5972001,Fin,,,
DBI AP FORTE 1000 mg Cmp.recx1,2.0,2026-03-07,09:47:33,2.0,-1.0,1.0,1102371,MM: MP449558 Af: 25933027,5118674,Venta,TK 925023,,236.0
DBI AP FORTE 1000 mg Cmp.recx1,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5118674,COMPRA,0014-24729154,ASOPROFARMA,64.0
DBI AP FORTE 1000 mg Cmp.recx1,,,,,,,99999999,,5118674,Fin,,,
DBI AP METFORMINA 850 mg Cmp.r,3.0,2026-03-07,11:19:24,2.0,-1.0,1.0,1102479,MM: MP337267 Af: 140036431605/,3675093,Venta,TK 925115,,119.0
DBI AP METFORMINA 850 mg Cmp.r,,,,,,,99999999,,3675093,Fin,,,
DBI AP METFORMINA 850 mg Cmp.r,12.0,2026-03-07,13:25:36,17.0,-1.0,16.0,1102590,MM: MP53360 Af: 150235630708/0,3675092,Venta,TK 925217,,218.0
DBI AP METFORMINA 850 mg Cmp.r,12.0,2026-03-07,15:18:54,16.0,-1.0,15.0,1102640,MM: MP333658 Af: 150674474908/,3675092,Venta,TK 925266,,13.0
DBI AP METFORMINA 850 mg Cmp.r,12.0,2026-03-07,19:16:05,15.0,-1.0,14.0,1102758,MM: MN174175 Af: 8000061573039,3675092,Venta,TK 925372,,64.0
DBI AP METFORMINA 850 mg Cmp.r,,,,,,,99999999,,3675092,Fin,,,
DBI AP METFORMINA 850 mg comp.,3.0,2026-03-07,21:45:24,3.0,-1.0,2.0,1102820,MM: P39881 Af: 62868918601,3675091,Venta,TK 925432,,239.0
DBI AP METFORMINA 850 mg comp.,,,,,,,99999999,,3675091,Fin,,,
DBI METFORMINA 500 mg compx60,5.0,2026-03-07,10:00:15,6.0,-1.0,5.0,1102383,MM: MP339890 Af: 150683072002/, 642963,Venta,TK 925034,,119.0
DBI METFORMINA 500 mg compx60,5.0,2026-03-07,18:06:44,5.0,1.0,6.0,1102724,Fp: 07/03/26 Ff: 07/03/26, 642963,COMPRA,0014-24729154,ASOPROFARMA,64.0
DBI METFORMINA 500 mg compx60,,,,,,,99999999,, 642963,Fin,,,
GLEMAZ 4 mg Cmp.trirranx30,3.0,2026-03-07,10:00:15,3.0,-1.0,2.0,1102383,MM: MP339890 Af: 150683072002/,4336812,Venta,TK 925034,,119.0
GLEMAZ 4 mg Cmp.trirranx30,3.0,2026-03-07,18:06:44,2.0,1.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4336812,COMPRA,0014-24729154,ASOPROFARMA,64.0
GLEMAZ 4 mg Cmp.trirranx30,,,,,,,99999999,,4336812,Fin,,,
GLEMAZ 4 mg Cmp.trirranx60,2.0,2026-03-07,09:45:17,2.0,-1.0,1.0,1102367,MM: MP449558 Af: 25933027,4336813,Venta,TK 925019,,236.0
GLEMAZ 4 mg Cmp.trirranx60,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4336813,COMPRA,0014-24729154,ASOPROFARMA,64.0
GLEMAZ 4 mg Cmp.trirranx60,,,,,,,99999999,,4336813,Fin,,,
OPTIBRAL 60 mg capsx30,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26, 661242,COMPRA,0014-24723889,ASOPROFARMA,118.0
OPTIBRAL 60 mg capsx30,,,,,,,99999999,, 661242,Fin,,,
REFRIANEX compx20,1.0,2026-03-07,14:34:53,2.0,-1.0,1.0,1102622,MM:  Af:,2492281,Venta,TK 925248,,13.0
REFRIANEX compx20,,,,,,,99999999,,2492281,Fin,,,
RENTOP 150 150 mg Cmp.recx3,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,6075002,COMPRA,0014-24723889,ASOPROFARMA,118.0
RENTOP 150 150 mg Cmp.recx3,,,,,,,99999999,,6075002,Fin,,,
T4 125 mcg compx50,5.0,2026-03-07,09:45:28,4.0,-1.0,3.0,1102368,MM: MN122928 Af: 8000063014231,5143711,Venta,TK 925020,,41.0
T4 125 mcg compx50,5.0,2026-03-07,11:23:24,3.0,2.0,5.0,1102484,Fp: 07/03/26 Ff: 07/03/26,5143711,COMPRA,0014-24723889,ASOPROFARMA,118.0
T4 125 mcg compx50,5.0,2026-03-07,18:06:44,5.0,1.0,6.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5143711,COMPRA,0014-24729154,ASOPROFARMA,64.0
T4 125 mcg compx50,,,,,,,99999999,,5143711,Fin,,,
T4 MONTPELLIER 100 100 mcg com,9.0,2026-03-07,09:13:42,13.0,-1.0,12.0,1102342,MM: MP331548 Af: 150358577506/,3367601,Venta,TK 924995,,121.0
T4 MONTPELLIER 100 100 mcg com,9.0,2026-03-07,11:24:46,12.0,-1.0,11.0,1102486,MM: MP3206 Af: 115072086700/00,3367601,Venta,TK 925121,,50.0
T4 MONTPELLIER 100 100 mcg com,9.0,2026-03-07,12:11:34,11.0,-1.0,10.0,1102533,MM: MN110460 Af: 226589301,3367601,Venta,TK 925165,,236.0
T4 MONTPELLIER 100 100 mcg com,9.0,2026-03-07,13:25:36,10.0,-1.0,9.0,1102590,MM: MP53360 Af: 150235630708/0,3367601,Venta,TK 925217,,218.0
T4 MONTPELLIER 100 100 mcg com,,,,,,,99999999,,3367601,Fin,,,
T4200 200 mcg compx50,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5148391,COMPRA,0014-24729154,ASOPROFARMA,64.0
T4200 200 mcg compx50,,,,,,,99999999,,5148391,Fin,,,
T450 50 mcg compx50,15.0,2026-03-07,17:43:54,18.0,-1.0,17.0,1102711,MM:  Af:,3994111,Venta,TK 925327,,27.0
T450 50 mcg compx50,15.0,2026-03-07,19:25:06,17.0,-1.0,16.0,1102768,MM: MP456333 Af: 220429474200,3994111,Venta,TK 925381,,64.0
T450 50 mcg compx50,15.0,2026-03-07,19:31:48,16.0,-1.0,15.0,1102772,MM: MP456777 Af: 220429474200,3994111,Venta,TK 925385,,64.0
T450 50 mcg compx50,,,,,,,99999999,,3994111,Fin,,,
T475 75 mcg compx50,11.0,2026-03-07,09:44:38,12.0,-1.0,11.0,1102365,MM: MP38916 Af: 150425854409/0,5143501,Venta,TK 925017,,121.0
T475 75 mcg compx50,11.0,2026-03-07,12:39:19,11.0,-1.0,10.0,1102562,MM: MN110460 Af: 226589301,5143501,Venta,TK 925194,,236.0
T475 75 mcg compx50,,,,,,,99999999,,5143501,Fin,,,
ZOMARIST MET 50/1000 mg compx3,1.0,2026-03-07,10:12:34,1.0,-1.0,0.0,1102390,MM: MP331548 Af: 140127113309/,5771261,Venta,TK 925040,,119.0
ZOMARIST MET 50/1000 mg compx3,1.0,2026-03-07,10:14:49,0.0,-1.0,-1.0,1102393,MM: MP331548 Af: 140127113309/,5771261,Venta Con Vale!,TK 925043,,119.0
ZOMARIST MET 50/1000 mg compx3,1.0,2026-03-07,10:17:42,-1.0,1.0,0.0,1102395,MM:  Af:,5771261,Anulaci¢n Con Vale!,N1  43597,,17.0
ZOMARIST MET 50/1000 mg compx3,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5771261,COMPRA,0014-24729154,ASOPROFARMA,64.0
ZOMARIST MET 50/1000 mg compx3,,,,,,,99999999,,5771261,Fin,,,
NAN SIN LACTOSA envx400 g,-8.0,2026-03-07,13:03:17,0.0,-8.0,-8.0,1102580,MM: MN110460 Af: 226589302,9911058,Venta Con Vale!,TK 925211,,236.0
NAN SIN LACTOSA envx400 g,,,,,,,99999999,,9911058,Fin,,,
NAN SIN LACTOSA NF envx400 g,8.0,2026-03-07,17:35:06,0.0,8.0,8.0,1102706,Fp: 07/03/26 Ff: 07/03/26,9951259,COMPRA,0004-13833409,CO.FA.LO.ZA. LTDA,64.0
NAN SIN LACTOSA NF envx400 g,,,,,,,99999999,,9951259,Fin,,,
DIPROGENTA crx20 g,2.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26, 508652,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DIPROGENTA crx20 g,,,,,,,99999999,, 508652,Fin,,,
ALDACTONE A 25 mg compx30,2.0,2026-03-07,17:58:01,3.0,-1.0,2.0,1102719,MM: MP36279 Af: 150228278702/0,1067173,Venta,TK 925335,,27.0
ALDACTONE A 25 mg compx30,,,,,,,99999999,,1067173,Fin,,,
IBUPIRAC 600 CAPSULA BLANDA 60,3.0,2026-03-07,18:53:16,4.0,-1.0,3.0,1102748,MM: MP331548 Af: 150449176201/,6274132,Venta,TK 925362,,239.0
IBUPIRAC 600 CAPSULA BLANDA 60,,,,,,,99999999,,6274132,Fin,,,
IBUPIRAC 600 MG comp.x 10,1.0,2026-03-07,18:12:24,2.0,-1.0,1.0,1102727,MM: MP338172 Af: 1400028662010,3104836,Venta,TK 925342,,111.0
IBUPIRAC 600 MG comp.x 10,,,,,,,99999999,,3104836,Fin,,,
IBUPIRAC SUSPENSION 4% susp.x,1.0,2026-03-07,13:04:08,2.0,-1.0,1.0,1102581,Fp: 07/03/26 Ff: 07/03/26,3329581,SALE A MAYO (NP),0000-00021538,FARMACIA BUACAR,118.0
IBUPIRAC SUSPENSION 4% susp.x,,,,,,,99999999,,3329581,Fin,,,
TRAPAX 2.5 mg compx50,0.0,2026-03-07,17:36:25,0.0,-1.0,-1.0,1102708,MM: MP552343 Af: 150069701301/,2070282,Venta Con Vale!,TK 925326,,111.0
TRAPAX 2.5 mg compx50,0.0,2026-03-07,17:34:38,1.0,-1.0,0.0,1102705,Fp: 07/03/26 Ff: 07/03/26,2070282,BAJA STOCK AJUSTE,0000-00021543,*GENERAL*,64.0
TRAPAX 2.5 mg compx50,,,,,,,99999999,,2070282,Fin,,,
ZZIBUPIRAC SUSP 4% .jerx90 ml,1.0,2026-03-07,13:04:08,2.0,-1.0,1.0,1102581,Fp: 07/03/26 Ff: 07/03/26,3329581,SALE A MAYO (NP),0000-00021538,FARMACIA BUACAR,118.0
ZZIBUPIRAC SUSP 4% .jerx90 ml,,,,,,,99999999,,3329581,Fin,,,
ACRYLARM gel oftx10 g,2.0,2026-03-07,10:33:10,2.0,-1.0,1.0,1102421,MM: 111469 Af:,4296482,Venta,TK 925065,,121.0
ACRYLARM gel oftx10 g,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4296482,COMPRA,0014-24729154,ASOPROFARMA,64.0
ACRYLARM gel oftx10 g,,,,,,,99999999,,4296482,Fin,,,
ACRYLARM PLUS gel oftx10 g,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5687391,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ACRYLARM PLUS gel oftx10 g,,,,,,,99999999,,5687391,Fin,,,
AUCIC PLUS sol.oftx10 ml,4.0,2026-03-07,10:33:10,3.0,-2.0,1.0,1102421,MM: 111469 Af:,6338841,Venta,TK 925065,,121.0
AUCIC PLUS sol.oftx10 ml,4.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26,6338841,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
AUCIC PLUS sol.oftx10 ml,4.0,2026-03-07,18:06:44,2.0,2.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6338841,COMPRA,0014-24729154,ASOPROFARMA,64.0
AUCIC PLUS sol.oftx10 ml,,,,,,,99999999,,6338841,Fin,,,
DROPSTAR LC colirio x10 ml,1.0,2026-03-07,14:40:36,1.0,-1.0,0.0,1102624,MM:  Af: 7137155,4466502,Venta,TK 925250,,27.0
DROPSTAR LC colirio x10 ml,,,,,,,99999999,,4466502,Fin,,,
GLAUCOTENSIL TD colirio x5 ml,9.0,2026-03-07,10:33:10,12.0,-2.0,10.0,1102421,MM: 111469 Af:,4666661,Venta,TK 925065,,121.0
GLAUCOTENSIL TD colirio x5 ml,,,,,,,99999999,,4666661,Fin,,,
GOTABIOTIC colirio x5 ml,2.0,2026-03-07,10:20:43,0.0,2.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,2775841,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
GOTABIOTIC colirio x5 ml,,,,,,,99999999,,2775841,Fin,,,
LOTESOFT susp.oftx5 ml,1.0,2026-03-07,14:57:16,1.0,-1.0,0.0,1102631,MM: MP335617 Af: 150241077109/,4739001,Venta,TK 925257,,13.0
LOTESOFT susp.oftx5 ml,,,,,,,99999999,,4739001,Fin,,,
QUIDEX ung.oftx3.5 g,1.0,2026-03-07,11:15:48,1.0,1.0,2.0,1102473,Fp: 07/03/26 Ff: 07/03/26,5356681,COMPRA,0014-24723889,ASOPROFARMA,118.0
QUIDEX ung.oftx3.5 g,,,,,,,99999999,,5356681,Fin,,,
XEGREX sol.oftx5 ml,1.0,2026-03-07,12:20:03,1.0,-1.0,0.0,1102541,MM: MN145652 Af: 2933045300,6713261,Venta,TK 925173,,17.0
XEGREX sol.oftx5 ml,,,,,,,99999999,,6713261,Fin,,,
ALPERTAN 80 mg Cmp.recx28,3.0,2026-03-07,10:42:06,1.0,2.0,3.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5321682,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ALPERTAN 80 mg Cmp.recx28,,,,,,,99999999,,5321682,Fin,,,
BEMPENAL 180 mg Cmp. rec. x30,0.0,2026-03-07,11:31:43,-1.0,1.0,0.0,1102493,Fp: 07/03/26 Ff: 06/03/26,6719001,COMPRA,0004-13827456,CO.FA.LO.ZA. LTDA,118.0
BEMPENAL 180 mg Cmp. rec. x30,,,,,,,99999999,,6719001,Fin,,,
