DESCRIP,STOCK,FECHA,HORA,ANTES,CANTID,DESPUES,NUT,OBS,CODIGO,TIPO,NUMERO,NOM_PROV,VENDEDOR
FEMEXIN 28 compx28,,,,,,,99999999,,4744372,Fin,,,
GATIMICIN D susp.oftalmica x5,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26, 679539,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
GATIMICIN D susp.oftalmica x5,,,,,,,99999999,, 679539,Fin,,,
GENIOL 1g blister x 8 comp.,6.0,2026-03-07,17:36:10,7.0,-1.0,6.0,1102707,MM:  Af:,6613712,Venta,TK 925325,,22.0
GENIOL 1g blister x 8 comp.,,,,,,,99999999,,6613712,Fin,,,
GENIOL 1g Cmp. x50,5.0,2026-03-07,20:58:44,5.0,-1.0,4.0,1102807,MM:  Af:,6613713,Venta,TK 925419,,64.0
GENIOL 1g Cmp. x50,,,,,,,99999999,,6613713,Fin,,,
GLUCOPHAGE 850 mg compx60,1.0,2026-03-07,18:41:38,1.0,-1.0,0.0,1102743,MM: N108363 Af: 18136174,3731922,Venta,TK 925357,,239.0
GLUCOPHAGE 850 mg compx60,,,,,,,99999999,,3731922,Fin,,,
HEPATALGINA 9 HIERBAS gtsx50 m,2.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,9961439,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
HEPATALGINA 9 HIERBAS gtsx50 m,,,,,,,99999999,,9961439,Fin,,,
HOLOMAGNE Cmp.recx50,2.0,2026-03-07,16:01:02,2.0,-1.0,1.0,1102659,MM: MP34055 Af: 15537839230300,  82101,Venta,TK 925285,,27.0
HOLOMAGNE Cmp.recx50,,,,,,,99999999,,  82101,Fin,,,
LANX 25 mg compx30,1.0,2026-03-07,09:03:51,1.0,-1.0,0.0,1102335,MM: MP39650 Af: 150362022306/0,5069111,Venta,TK 924988,,41.0
LANX 25 mg compx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5069111,COMPRA,0014-24729154,ASOPROFARMA,64.0
LANX 25 mg compx30,,,,,,,99999999,,5069111,Fin,,,
NEUMOTEROL 200 capsx120 s/apli,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4903184,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
NEUMOTEROL 200 capsx120 s/apli,,,,,,,99999999,,4903184,Fin,,,
NEUMOTROPIO 10 mcg cáps.p/inhx,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,6447422,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
NEUMOTROPIO 10 mcg cáps.p/inhx,,,,,,,99999999,,6447422,Fin,,,
NIFED SOL 30 mg compx30,1.0,2026-03-07,13:39:42,1.0,-1.0,0.0,1102597,MM: MP454475 Af: 2724627681700,4151001,Venta,TK 925224,,236.0
NIFED SOL 30 mg compx30,,,,,,,99999999,,4151001,Fin,,,
PERVINOX jab.solx100 g,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2662302,COMPRA,0014-24729154,ASOPROFARMA,64.0
PERVINOX jab.solx100 g,,,,,,,99999999,,2662302,Fin,,,
PONSTIL FORTE compx30,1.0,2026-03-07,13:43:03,1.0,-1.0,0.0,1102599,MM: 00 Af:,2888041,Venta,TK 925226,,17.0
PONSTIL FORTE compx30,,,,,,,99999999,,2888041,Fin,,,
RAPILAX gtsx50 ml,1.0,2026-03-07,20:57:10,1.0,-1.0,0.0,1102806,MM: MP37267 Af: 150653572506/0,1134074,Venta,TK 925418,,239.0
RAPILAX gtsx50 ml,,,,,,,99999999,,1134074,Fin,,,
RATI SALIL CBD cr.x 150 g,1.0,2026-03-07,19:24:09,1.0,-1.0,0.0,1102766,MM:  Af:,9959270,Venta,TK 925379,,27.0
RATI SALIL CBD cr.x 150 g,,,,,,,99999999,,9959270,Fin,,,
SIMINA 10 mg Cmp.recx28,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,5416392,COMPRA,0014-24723889,ASOPROFARMA,118.0
SIMINA 10 mg Cmp.recx28,,,,,,,99999999,,5416392,Fin,,,
SLINDA Cmp.recx24 +4,4.0,2026-03-07,10:18:23,3.0,1.0,4.0,1102397,MM:  Af:,6573001,Anulaci¢n,N1  43598,,17.0
SLINDA Cmp.recx24 +4,,,,,,,99999999,,6573001,Fin,,,
DICLOMAR 75 mg compx20,2.0,2026-03-07,10:35:06,0.0,2.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26,5676261,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DICLOMAR 75 mg compx20,,,,,,,99999999,,5676261,Fin,,,
DICLOMAR B12 Cmp.rec. x20,2.0,2026-03-07,20:57:04,1.0,-1.0,0.0,1102805,MM:  Af: 217830502400,6613972,Venta,TK 925417,,64.0
DICLOMAR B12 Cmp.rec. x20,,,,,,,99999999,,6613972,Fin,,,
DICLOMAR FLEX POTASICO compx15,2.0,2026-03-07,19:20:24,2.0,-1.0,1.0,1102762,MM:  Af:,6111972,Venta,TK 925376,,64.0
DICLOMAR FLEX POTASICO compx15,,,,,,,99999999,,6111972,Fin,,,
DICLOMAR GESIC 50/500 mg Cmp.r,1.0,2026-03-07,11:48:58,2.0,-1.0,1.0,1102508,MM: MP36235 Af: 14001540090700,6379262,Venta,TK 925142,,50.0
DICLOMAR GESIC 50/500 mg Cmp.r,,,,,,,99999999,,6379262,Fin,,,
METAMAR PLUS crema x20 g,1.0,2026-03-07,12:03:33,1.0,-1.0,0.0,1102528,MM:  Af:,6355681,Venta,TK 925162,,17.0
METAMAR PLUS crema x20 g,,,,,,,99999999,,6355681,Fin,,,
FARMACOLOR 9 rubio muy claro k,0.0,2026-03-07,21:44:04,1.0,-1.0,0.0,1102819,MM:  Af: 37276304,9934673,Venta,TK 925431,,115.0
FARMACOLOR 9 rubio muy claro k,,,,,,,99999999,,9934673,Fin,,,
ATEMPERATOR 3 mg compx60,1.0,2026-03-07,20:59:25,1.0,-1.0,0.0,1102808,MM: MP552379 Af: 150653572506/,2785084,Venta,TK 925420,,239.0
ATEMPERATOR 3 mg compx60,,,,,,,99999999,,2785084,Fin,,,
DEXALERGIN Cmp.recx40,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26, 881053,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DEXALERGIN Cmp.recx40,,,,,,,99999999,, 881053,Fin,,,
DEXALERGIN comp.rec.x 20,2.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26, 881052,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DEXALERGIN comp.rec.x 20,,,,,,,99999999,, 881052,Fin,,,
DEXALERGIN gtsx30 ml,2.0,2026-03-07,19:42:37,2.0,-1.0,1.0,1102779,MM:  Af:, 879254,Venta,TK 925392,,64.0
DEXALERGIN gtsx30 ml,2.0,2026-03-07,10:42:06,1.0,1.0,2.0,1102431,Fp: 07/03/26 Ff: 07/03/26, 879254,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DEXALERGIN gtsx30 ml,,,,,,,99999999,, 879254,Fin,,,
NITEN compx30,1.0,2026-03-07,11:59:54,1.0,-1.0,0.0,1102522,MM: MP331557 Af: 150359458508/,3981162,Venta,TK 925156,,121.0
NITEN compx30,,,,,,,99999999,,3981162,Fin,,,
RODINAC B12 compx15,1.0,2026-03-07,09:42:30,1.0,-1.0,0.0,1102364,MM:  Af:,4632241,Venta,TK 925016,,50.0
RODINAC B12 compx15,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4632241,COMPRA,0014-24729154,ASOPROFARMA,64.0
RODINAC B12 compx15,,,,,,,99999999,,4632241,Fin,,,
RODINAC GESIC Cmp.recx20,1.0,2026-03-07,20:26:18,1.0,-1.0,0.0,1102795,MM: MP336512 Af: 140925020709/,4602704,Venta,TK 925407,,239.0
RODINAC GESIC Cmp.recx20,,,,,,,99999999,,4602704,Fin,,,
RODINAC GESIC Cmp.recx30,1.0,2026-03-07,11:15:48,0.0,1.0,1.0,1102473,Fp: 07/03/26 Ff: 07/03/26,4602702,COMPRA,0014-24723889,ASOPROFARMA,118.0
RODINAC GESIC Cmp.recx30,,,,,,,99999999,,4602702,Fin,,,
IRIX LAGR envx15 ml,2.0,2026-03-07,17:59:43,2.0,-1.0,1.0,1102722,MM:  Af:,9950199,Venta,TK 925338,,22.0
IRIX LAGR envx15 ml,2.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,9950199,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
IRIX LAGR envx15 ml,,,,,,,99999999,,9950199,Fin,,,
LAGRIMA DORF sol.oftx10 ml,1.0,2026-03-07,08:24:38,2.0,-1.0,1.0,1102313,MM: MP336512 Af: 150365252707/,5460711,Venta,TK 924968,,41.0
LAGRIMA DORF sol.oftx10 ml,,,,,,,99999999,,5460711,Fin,,,
FOMIXINA sobx2,-1.0,2026-03-07,13:42:14,0.0,-1.0,-1.0,1102598,MM: MN333758 Af: 020019220111,9957995,Venta,TK 925225,,119.0
FOMIXINA sobx2,-1.0,2026-03-07,13:43:54,-1.0,1.0,0.0,1102600,MM:  Af:,9957995,Anulaci¢n,N1  43607,,37.0
FOMIXINA sobx2,-1.0,2026-03-07,13:46:47,0.0,-1.0,-1.0,1102602,MM: MN333758 Af: 020019220111,9957995,Venta Con Vale!,TK 925228,,119.0
FOMIXINA sobx2,,,,,,,99999999,,9957995,Fin,,,
UROCETINA 0.4 mg caps.lib.prol,1.0,2026-03-07,12:36:39,1.0,-1.0,0.0,1102560,MM: MP331557 Af: 150486532201/,6176711,Venta,TK 925192,,218.0
UROCETINA 0.4 mg caps.lib.prol,,,,,,,99999999,,6176711,Fin,,,
UROFURAN 100 mg capsx30,1.0,2026-03-07,14:13:44,1.0,-1.0,0.0,1102612,MM: MN208225 Af: 27359462331/0,5650681,Venta,TK 925238,,27.0
UROFURAN 100 mg capsx30,,,,,,,99999999,,5650681,Fin,,,
VIASEK ESPUMA PH6.8 x75 ml (66,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,9956908,COMPRA,0014-24723889,ASOPROFARMA,118.0
VIASEK ESPUMA PH6.8 x75 ml (66,,,,,,,99999999,,9956908,Fin,,,
AMLOPAW 10 mg compx30,0.0,2026-03-07,09:37:41,2.0,-1.0,1.0,1102360,MM: MP333658 Af: 025031366911/,6068422,Venta,TK 925012,,50.0
AMLOPAW 10 mg compx30,0.0,2026-03-07,09:39:55,1.0,-1.0,0.0,1102361,MM: MP37731 Af: 140087997000/0,6068422,Venta,TK 925013,,119.0
AMLOPAW 10 mg compx30,,,,,,,99999999,,6068422,Fin,,,
AMLOPAW 5 mg compx30,0.0,2026-03-07,08:25:54,5.0,-1.0,4.0,1102314,MM: MP442617 Af: 150450988101/,6068392,Venta,TK 924969,,50.0
AMLOPAW 5 mg compx30,0.0,2026-03-07,08:41:54,4.0,1.0,5.0,1102321,MM:  Af:,6068392,Anulaci¢n,N1  43595,,8.0
AMLOPAW 5 mg compx30,0.0,2026-03-07,10:50:40,5.0,-1.0,4.0,1102451,MM: MP331472 Af: 150253856707/,6068392,Venta,TK 925091,,121.0
AMLOPAW 5 mg compx30,0.0,2026-03-07,11:12:30,4.0,-2.0,2.0,1102468,MM: MP337267 Af: 140036431605/,6068392,Venta,TK 925105,,119.0
AMLOPAW 5 mg compx30,,,,,,,99999999,,6068392,Fin,,,
CLONAZEPAM 2 mg Cmp.birranurx3,2.0,2026-03-07,11:27:10,3.0,-1.0,2.0,1102489,MM: MP552967 Af: 150366547807/,5936681,Venta,TK 925124,,121.0
CLONAZEPAM 2 mg Cmp.birranurx3,,,,,,,99999999,,5936681,Fin,,,
CLONAZEPAM 2 mg Cmp.birranurx6,2.0,2026-03-07,11:20:51,3.0,-1.0,2.0,1102482,MM: MP3206 Af: 115072086700/00,5936682,Venta,TK 925118,,50.0
CLONAZEPAM 2 mg Cmp.birranurx6,,,,,,,99999999,,5936682,Fin,,,
OLANZAPINA 10 mg compx28,0.0,2026-03-07,11:24:46,2.0,-2.0,0.0,1102486,MM: MP3206 Af: 115072086700/00,6120002,Venta,TK 925121,,50.0
OLANZAPINA 10 mg compx28,,,,,,,99999999,,6120002,Fin,,,
PAROXIN 20 mg Cmp.recx30,9.0,2026-03-07,20:59:25,10.0,-1.0,9.0,1102808,MM: MP552379 Af: 150653572506/,6349711,Venta,TK 925420,,239.0
PAROXIN 20 mg Cmp.recx30,,,,,,,99999999,,6349711,Fin,,,
QUETIAROS 25 mg compx30,6.0,2026-03-07,11:10:29,8.0,-1.0,7.0,1102465,MM: MP331548 Af: 140135947105/,5991132,Venta,TK 925102,,121.0
QUETIAROS 25 mg compx30,,,,,,,99999999,,5991132,Fin,,,
ACTRON 600 RAPIDA ACCION caps.,4.0,2026-03-07,16:13:35,5.0,-1.0,4.0,1102663,MM:  Af:,5229911,Venta,TK 925289,,22.0
ACTRON 600 RAPIDA ACCION caps.,4.0,2026-03-07,16:14:25,4.0,1.0,5.0,1102664,MM:  Af:,5229911,Anulaci¢n,N1  43608,,22.0
ACTRON 600 RAPIDA ACCION caps.,4.0,2026-03-07,16:43:08,5.0,-1.0,4.0,1102687,MM:  Af:,5229911,Venta,TK 925307,,27.0
ACTRON 600 RAPIDA ACCION caps.,,,,,,,99999999,,5229911,Fin,,,
ACTRON 600 RAPIDA ACCION NUEVA,8.0,2026-03-07,11:17:32,2.0,-1.0,1.0,1102477,MM:  Af:,6814841,Venta,TK 925113,,50.0
ACTRON 600 RAPIDA ACCION NUEVA,8.0,2026-03-07,15:49:33,1.0,-1.0,0.0,1102653,MM:  Af:,6814841,Venta,TK 925279,,22.0
ACTRON 600 RAPIDA ACCION NUEVA,8.0,2026-03-07,18:14:17,6.0,-1.0,5.0,1102728,MM:  Af:,6814841,Venta,TK 925343,,22.0
ACTRON 600 RAPIDA ACCION NUEVA,8.0,2026-03-07,19:22:07,5.0,-1.0,4.0,1102764,MM:  Af:,6814841,Venta,TK 925377,,111.0
ACTRON 600 RAPIDA ACCION NUEVA,8.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26,6814841,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ACTRON 600 RAPIDA ACCION NUEVA,8.0,2026-03-07,18:06:44,0.0,6.0,6.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6814841,COMPRA,0014-24729154,ASOPROFARMA,64.0
ACTRON 600 RAPIDA ACCION NUEVA,,,,,,,99999999,,6814841,Fin,,,
ACTRON 600 RAPIDA ACCION NUEVA,6.0,2026-03-07,09:06:28,2.0,-1.0,1.0,1102337,MM:  Af:,6814842,Venta,TK 924990,,121.0
ACTRON 600 RAPIDA ACCION NUEVA,6.0,2026-03-07,12:44:47,1.0,-1.0,0.0,1102567,MM:  Af:,6814842,Venta,TK 925199,,50.0
ACTRON 600 RAPIDA ACCION NUEVA,6.0,2026-03-07,18:06:44,0.0,5.0,5.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6814842,COMPRA,0014-24729154,ASOPROFARMA,64.0
ACTRON 600 RAPIDA ACCION NUEVA,,,,,,,99999999,,6814842,Fin,,,
ACTRON PED 4% susp.oral x100 m,2.0,2026-03-07,10:42:06,2.0,1.0,3.0,1102431,Fp: 07/03/26 Ff: 07/03/26,6051391,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ACTRON PED 4% susp.oral x100 m,,,,,,,99999999,,6051391,Fin,,,
ACTRON PED 4% susp.oral x180 m,3.0,2026-03-07,17:05:08,3.0,-1.0,2.0,1102692,MM:  Af:,6051392,Venta,TK 925312,,111.0
ACTRON PED 4% susp.oral x180 m,,,,,,,99999999,,6051392,Fin,,,
ASPIRINETAS comp.x 28,5.0,2026-03-07,12:56:26,4.0,-1.0,3.0,1102577,MM:  Af:,9951966,Venta,TK 925209,,121.0
ASPIRINETAS comp.x 28,5.0,2026-03-07,18:06:44,3.0,1.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9951966,COMPRA,0014-24729154,ASOPROFARMA,64.0
ASPIRINETAS comp.x 28,,,,,,,99999999,,9951966,Fin,,,
ASPIRINETAS comp.x 98,4.0,2026-03-07,12:55:58,4.0,-1.0,3.0,1102576,MM:  Af:,9943571,Venta,TK 925208,,119.0
ASPIRINETAS comp.x 98,,,,,,,99999999,,9943571,Fin,,,
EMPECID spray x60 ml,2.0,2026-03-07,12:15:31,3.0,-1.0,2.0,1102537,MM:  Af:,2384453,Venta,TK 925169,,13.0
EMPECID spray x60 ml,,,,,,,99999999,,2384453,Fin,,,
REDOXON Efer.2 g compx10 Limón,1.0,2026-03-07,12:44:47,1.0,-1.0,0.0,1102567,MM:  Af:, 887091,Venta,TK 925199,,50.0
REDOXON Efer.2 g compx10 Limón,,,,,,,99999999,, 887091,Fin,,,
SUPRADYN FORTE Efer.compx10 Na,2.0,2026-03-07,11:15:15,3.0,-1.0,2.0,1102471,MM:  Af:,3933721,Venta,TK 925108,,121.0
SUPRADYN FORTE Efer.compx10 Na,,,,,,,99999999,,3933721,Fin,,,
SUPRADYN FORTE gragx30,3.0,2026-03-07,09:33:39,2.0,-1.0,1.0,1102357,MM: MP37731 Af: 140087997000/0,4571361,Venta,TK 925009,,119.0
SUPRADYN FORTE gragx30,3.0,2026-03-07,11:23:24,1.0,1.0,2.0,1102484,Fp: 07/03/26 Ff: 07/03/26,4571361,COMPRA,0014-24723889,ASOPROFARMA,118.0
SUPRADYN FORTE gragx30,3.0,2026-03-07,18:06:44,2.0,2.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4571361,COMPRA,0014-24729154,ASOPROFARMA,64.0
SUPRADYN FORTE gragx30,,,,,,,99999999,,4571361,Fin,,,
SUPRADYN PRONATAL Cmp.laqx90,1.0,2026-03-07,18:19:01,1.0,-1.0,0.0,1102730,MM: P38222 Af: 135068152,3946192,Venta,TK 925345,,111.0
SUPRADYN PRONATAL Cmp.laqx90,,,,,,,99999999,,3946192,Fin,,,
LASIX 40 mg compx60,1.0,2026-03-07,09:01:37,2.0,-1.0,1.0,1102333,MM: MP39650 Af: 150362022306/0, 377984,Venta,TK 924986,,41.0
LASIX 40 mg compx60,,,,,,,99999999,, 377984,Fin,,,
BENGUE DESINF pomada x150 g,3.0,2026-03-07,09:28:49,6.0,-1.0,5.0,1102352,MM:  Af:,9954820,Venta,TK 925004,,119.0
BENGUE DESINF pomada x150 g,3.0,2026-03-07,12:54:12,5.0,-1.0,4.0,1102575,MM:  Af:,9954820,Venta,TK 925207,,119.0
BENGUE DESINF pomada x150 g,,,,,,,99999999,,9954820,Fin,,,
CICATRICURE CR CORP X400 ANTIE,0.0,2026-03-07,09:31:20,1.0,-1.0,0.0,1102354,MM:  Af:,9958053,Venta,TK 925006,,119.0
CICATRICURE CR CORP X400 ANTIE,,,,,,,99999999,,9958053,Fin,,,
DIABET TX CREMA X400,0.0,2026-03-07,11:13:08,3.0,-2.0,1.0,1102469,MM:  Af:,9943324,Venta,TK 925106,,123.0
DIABET TX CREMA X400,0.0,2026-03-07,19:24:09,1.0,-1.0,0.0,1102766,MM:  Af:,9943324,Venta,TK 925379,,27.0
DIABET TX CREMA X400,,,,,,,99999999,,9943324,Fin,,,
GOICOECHEA CR X400 ANTICELULIT,3.0,2026-03-07,14:05:48,5.0,-1.0,4.0,1102609,MM:  Af:,9951722,Venta,TK 925235,,41.0
GOICOECHEA CR X400 ANTICELULIT,3.0,2026-03-07,15:04:48,4.0,-1.0,3.0,1102637,MM:  Af:,9951722,Venta,TK 925263,,22.0
GOICOECHEA CR X400 ANTICELULIT,,,,,,,99999999,,9951722,Fin,,,
GOICOECHEA CR X400 ULTRANUTRIT,3.0,2026-03-07,08:48:26,5.0,-1.0,4.0,1102325,MM:  Af:,9941385,Venta,TK 924978,,41.0
GOICOECHEA CR X400 ULTRANUTRIT,,,,,,,99999999,,9941385,Fin,,,
IBU 400mg compx20,44.0,2026-03-07,09:31:20,46.0,-1.0,45.0,1102354,MM:  Af:,9939181,Venta,TK 925006,,119.0
IBU 400mg compx20,44.0,2026-03-07,09:31:20,45.0,-1.0,44.0,1102354,MM:  Af:,9939181,Venta,TK 925006,,119.0
IBU 400mg compx20,,,,,,,99999999,,9939181,Fin,,,
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,12:25:30,11.0,-1.0,10.0,1102545,MM:  Af:,5512551,Venta,TK 925177,,121.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,12:25:30,10.0,-1.0,9.0,1102545,MM:  Af:,5512551,Venta,TK 925177,,121.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,19:46:59,9.0,-1.0,8.0,1102781,MM:  Af:,5512551,Venta,TK 925394,,27.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,19:46:59,8.0,-1.0,7.0,1102781,MM:  Af:,5512551,Venta,TK 925394,,27.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,19:47:31,7.0,-1.0,6.0,1102783,MM:  Af:,5512551,Venta,TK 925396,,27.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,19:47:31,6.0,-1.0,5.0,1102783,MM:  Af:,5512551,Venta,TK 925396,,27.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,19:48:37,5.0,1.0,6.0,1102784,MM:  Af:,5512551,Anulaci¢n,N1  43611,,64.0
IBU 600 RAPIDA ACCION 600 mg c,7.0,2026-03-07,19:48:37,6.0,1.0,7.0,1102784,MM:  Af:,5512551,Anulaci¢n,N1  43611,,64.0
IBU 600 RAPIDA ACCION 600 mg c,,,,,,,99999999,,5512551,Fin,,,
LOMECAN OVULOS ovx1,2.0,2026-03-07,10:20:43,0.0,2.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,9957057,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LOMECAN OVULOS ovx1,,,,,,,99999999,,9957057,Fin,,,
LOMECAN OVULOS ovx3,4.0,2026-03-07,13:44:46,5.0,-1.0,4.0,1102601,MM:  Af:,9954489,Venta,TK 925227,,121.0
LOMECAN OVULOS ovx3,,,,,,,99999999,,9954489,Fin,,,
NEXT CB RµPIDA ACCIàN c ps. bl,2.0,2026-03-07,20:41:12,2.0,-1.0,1.0,1102800,MM:  Af:,9961269,Venta,TK 925412,,64.0
NEXT CB RµPIDA ACCIàN c ps. bl,,,,,,,99999999,,9961269,Fin,,,
PIECIDEX CR crx20 g,8.0,2026-03-07,15:01:48,9.0,-1.0,8.0,1102635,MM:  Af:,9938823,Venta,TK 925261,,22.0
PIECIDEX CR crx20 g,,,,,,,99999999,,9938823,Fin,,,
TAFIROL 1 G bl¡ster Cmp. x8,10.0,2026-03-07,11:15:48,8.0,5.0,13.0,1102473,Fp: 07/03/26 Ff: 07/03/26,9963882,COMPRA,0014-24723889,ASOPROFARMA,118.0
TAFIROL 1 G bl¡ster Cmp. x8,,,,,,,99999999,,9963882,Fin,,,
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,08:31:24,5.0,-1.0,4.0,1102317,MM:  Af:,4996752,Venta,TK 924972,,41.0
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,11:30:02,6.0,-1.0,5.0,1102491,MM:  Af:,4996752,Venta,TK 925126,,13.0
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,15:49:33,5.0,-1.0,4.0,1102653,MM:  Af:,4996752,Venta,TK 925279,,22.0
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,17:49:07,4.0,-1.0,3.0,1102713,MM:  Af:,4996752,Venta,TK 925329,,22.0
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,19:17:30,4.0,-1.0,3.0,1102759,MM: MN180919 Af: 8000061573039,4996752,Venta,TK 925373,,64.0
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,11:23:24,4.0,2.0,6.0,1102484,Fp: 07/03/26 Ff: 07/03/26,4996752,COMPRA,0014-24723889,ASOPROFARMA,118.0
TAFIROL 1 G X 50 CMPR.RAN.,6.0,2026-03-07,18:06:44,3.0,1.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4996752,COMPRA,0014-24729154,ASOPROFARMA,64.0
TAFIROL 1 G X 50 CMPR.RAN.,,,,,,,99999999,,4996752,Fin,,,
TAFIROL DUO Cmp.blister x10,7.0,2026-03-07,09:28:49,8.0,-1.0,7.0,1102352,MM:  Af:,9961313,Venta,TK 925004,,119.0
TAFIROL DUO Cmp.blister x10,,,,,,,99999999,,9961313,Fin,,,
TAFIROL FORTE 650 mg bl¡stx8,8.0,2026-03-07,17:25:55,9.0,-1.0,8.0,1102699,MM:  Af:,9964160,Venta,TK 925319,,115.0
TAFIROL FORTE 650 mg bl¡stx8,,,,,,,99999999,,9964160,Fin,,,
TAFIROL FORTE 650 MG X 30 CMPR,20.0,2026-03-07,11:06:43,21.0,-1.0,20.0,1102463,MM:  Af:,9949827,Venta,TK 925100,,41.0
TAFIROL FORTE 650 MG X 30 CMPR,,,,,,,99999999,,9949827,Fin,,,
TAFIROL PLUS RAPIDA CAPS.BL.16,5.0,2026-03-07,09:28:49,5.0,-1.0,4.0,1102352,MM:  Af:,9954624,Venta,TK 925004,,119.0
TAFIROL PLUS RAPIDA CAPS.BL.16,5.0,2026-03-07,10:47:37,4.0,-1.0,3.0,1102446,MM:  Af:,9954624,Venta,TK 925086,,119.0
TAFIROL PLUS RAPIDA CAPS.BL.16,5.0,2026-03-07,12:54:12,3.0,-1.0,2.0,1102575,MM:  Af:,9954624,Venta,TK 925207,,119.0
TAFIROL PLUS RAPIDA CAPS.BL.16,5.0,2026-03-07,14:45:33,2.0,-1.0,1.0,1102626,MM:  Af:,9954624,Venta,TK 925252,,27.0
TAFIROL PLUS RAPIDA CAPS.BL.16,5.0,2026-03-07,18:06:44,1.0,2.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9954624,COMPRA,0014-24729154,ASOPROFARMA,64.0
TAFIROL PLUS RAPIDA CAPS.BL.16,,,,,,,99999999,,9954624,Fin,,,
TAFIROL PLUS RAPIDA CAPS.BL.X8,3.0,2026-03-07,09:46:49,5.0,-1.0,4.0,1102369,MM:  Af:,9954623,Venta,TK 925021,,41.0
TAFIROL PLUS RAPIDA CAPS.BL.X8,3.0,2026-03-07,21:27:49,5.0,-1.0,4.0,1102815,MM:  Af:,9954623,Venta,TK 925427,,64.0
TAFIROL PLUS RAPIDA CAPS.BL.X8,3.0,2026-03-07,18:06:44,4.0,1.0,5.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9954623,COMPRA,0014-24729154,ASOPROFARMA,64.0
TAFIROL PLUS RAPIDA CAPS.BL.X8,,,,,,,99999999,,9954623,Fin,,,
TAFIROL X 30 CMPR,38.0,2026-03-07,17:25:38,39.0,-1.0,38.0,1102698,MM:  Af:,9949825,Venta,TK 925318,,22.0
TAFIROL X 30 CMPR,,,,,,,99999999,,9949825,Fin,,,
